mu,Ne,LL
3.7499999999999997e-6,22.6,-3333.5896117913753
4e-6,22.6,-3334.119334437111
4.25e-6,22.6,-3336.4067882048366
4.5e-6,22.6,-3340.2509596925292
4.749999999999999e-6,22.6,-3345.4834669939464
4.9999999999999996e-6,22.6,-3351.961857827015
5.25e-6,22.6,-3359.5645445007385
5.5e-6,22.6,-3368.1869182508067
5.75e-6,22.6,-3377.7383280222707
6e-6,22.6,-3388.1397027210924
6.2499999999999995e-6,22.6,-3399.321659172986
6.5e-6,22.6,-3411.2229813887357
6.75e-6,22.6,-3423.7893869875857
7e-6,22.6,-3436.972518070838
7.25e-6,22.6,-3450.7291092562036
7.499999999999999e-6,22.6,-3465.0202968103044
7.75e-6,22.6,-3479.811041106608
8e-6,22.6,-3495.0696408060267
8.249999999999999e-6,22.6,-3510.76732181751
8.5e-6,22.6,-3526.8778876380475
8.75e-6,22.6,-3543.377420389837
9e-6,22.6,-3560.244023984364
1e-6,22.65,-3602.119794236848
1.2499999999999999e-6,22.65,-3531.45178935553
1.5e-6,22.65,-3479.1132508594014
1.75e-6,22.65,-3439.423826978422
2e-6,22.65,-3408.9928539199746
2.25e-6,22.65,-3385.6332840203463
2.4999999999999998e-6,22.65,-3367.8518164914562
2.75e-6,22.65,-3354.583340663898
3e-6,22.65,-3345.0414182145555
3.25e-6,22.65,-3338.6288192140696
3.5e-6,22.65,-3334.881307399517
3.7499999999999997e-6,22.65,-3333.4308667332402
4e-6,22.65,-3333.9808203342604
4.25e-6,22.65,-3336.288505702347
4.5e-6,22.65,-3340.152909435251
4.749999999999999e-6,22.65,-3345.4056496269477
4.9999999999999996e-6,22.65,-3351.904273995191
5.25e-6,22.65,-3359.5271948493473
5.5e-6,22.65,-3368.1698034248243
5.75e-6,22.65,-3377.7414486668413
6e-6,22.65,-3388.1630594815065
6.2499999999999995e-6,22.65,-3399.365252694298
6.5e-6,22.65,-3411.286812316318
6.75e-6,22.65,-3423.8734559666395
7e-6,22.65,-3437.0768257465556
7.25e-6,22.65,-3450.853656273972
7.499999999999999e-6,22.65,-3465.1650838154105
7.75e-6,22.65,-3479.976068744528
8e-6,22.65,-3495.254909722215
8.249999999999999e-6,22.65,-3510.9728326573086
8.5e-6,22.65,-3527.103641046903
8.75e-6,22.65,-3543.6234170134057
9e-6,22.65,-3560.510264468213
1e-6,22.700000000000003,-3601.7404295616793
1.2499999999999999e-6,22.700000000000003,-3531.092571118987
1.5e-6,22.700000000000003,-3478.774179704514
1.75e-6,22.700000000000003,-3439.1049035483966
2e-6,22.700000000000003,-3408.6940788580387
2.25e-6,22.700000000000003,-3385.3546579695903
2.4999999999999998e-6,22.700000000000003,-3367.593340095377
2.75e-6,22.700000000000003,-3354.345014565751
3e-6,22.700000000000003,-3344.8232430576445
3.25e-6,22.700000000000003,-3338.4307956418806
3.5e-6,22.700000000000003,-3334.703436055401
3.7499999999999997e-6,22.700000000000003,-3333.2731482606896
4e-6,22.700000000000003,-3333.8432553767643
4.25e-6,22.700000000000003,-3336.171094903312
4.5e-6,22.700000000000003,-3340.055653438281
4.749999999999999e-6,22.700000000000003,-3345.328549075525
4.9999999999999996e-6,22.700000000000003,-3351.847329533076
5.25e-6,22.700000000000003,-3359.490407120004
5.5e-6,22.700000000000003,-3368.153173071951
5.75e-6,22.700000000000003,-3377.744976334344
6e-6,22.700000000000003,-3388.1867458128527
6.2499999999999995e-6,22.700000000000003,-3399.4090983334345
6.5e-6,22.700000000000003,-3411.3508179068676
6.75e-6,22.700000000000003,-3423.957622152523
7e-6,22.700000000000003,-3437.1811531717794
7.25e-6,22.700000000000003,-3450.9781455821667
7.499999999999999e-6,22.700000000000003,-3465.309735650603
7.75e-6,22.700000000000003,-3480.140883750618
8e-6,22.700000000000003,-3495.4398885432474
8.249999999999999e-6,22.700000000000003,-3511.177975937477
8.5e-6,22.700000000000003,-3527.3289494301043
8.75e-6,22.700000000000003,-3543.868891143548
9e-6,22.700000000000003,-3560.7759049896044
1e-6,22.75,-3601.362934779191
1.2499999999999999e-6,22.75,-3530.7351456467695
1.5e-6,22.75,-3478.4368241844318
1.75e-6,22.75,-3438.7876186222243
2e-6,22.75,-3408.396865167584
2.25e-6,22.75,-3385.0775161567644
2.4999999999999998e-6,22.75,-3367.3362708020823
2.75e-6,22.75,-3354.108018433683
3e-6,22.75,-3344.6063207288084
3.25e-6,22.75,-3338.2339477582545
3.5e-6,22.75,-3334.5266632588764
3.7499999999999997e-6,22.75,-3333.116451193243
4e-6,22.75,-3333.7066346805245
4.25e-6,22.75,-3336.054551220422
4.5e-6,22.75,-3339.959187410759
4.749999999999999e-6,22.75,-3345.252161345522
4.9999999999999996e-6,22.75,-3351.7910207427317
5.25e-6,22.75,-3359.454177911609
5.5e-6,22.75,-3368.1370240877873
5.75e-6,22.75,-3377.7489082164166
6e-6,22.75,-3388.21075920373
6.2499999999999995e-6,22.75,-3399.453193875404
6.5e-6,22.75,-3411.4149962421357
6.75e-6,22.75,-3424.041883923576
7e-6,22.75,-3437.28549902111
7.25e-6,22.75,-3451.102576152151
7.499999999999999e-6,22.75,-3465.4542515838525
7.75e-6,22.75,-3480.3054856895037
8e-6,22.75,-3495.6245771302692
8.249999999999999e-6,22.75,-3511.3827518152907
8.5e-6,22.75,-3527.5538132414463
8.75e-6,22.75,-3544.1138435310554
9e-6,22.75,-3561.0409465956486
1e-6,22.8,-3600.9873015038615
1.2499999999999999e-6,22.8,-3530.3795048491115
1.5e-6,22.8,-3478.101176504397
1.75e-6,22.8,-3438.4719647003053
2e-6,22.8,-3408.10120564404
2.25e-6,22.8,-3384.801851672024
2.4999999999999998e-6,22.8,-3367.0806019964743
2.75e-6,22.8,-3353.8723459477237
3e-6,22.8,-3344.390645203034
3.25e-6,22.8,-3338.0382698332346
3.5e-6,22.8,-3334.3509835749915
3.7499999999999997e-6,22.8,-3332.9607703913293
4e-6,22.8,-3333.5709534009443
4.25e-6,22.8,-3335.9388701039393
4.5e-6,22.8,-3339.8635070979717
4.749999999999999e-6,22.8,-3345.176482477267
4.9999999999999996e-6,22.8,-3351.7353439596204
5.25e-6,22.8,-3359.4185038544765
5.5e-6,22.8,-3368.121353397342
5.75e-6,22.8,-3377.753241533785
6e-6,22.8,-3388.235097169481
6.2499999999999995e-6,22.8,-3399.4975371305145
6.5e-6,22.8,-3411.4793454276128
6.75e-6,22.8,-3424.126239680316
7e-6,22.8,-3437.389861989998
7.25e-6,22.8,-3451.2269469744238
7.499999999999999e-6,22.8,-3465.598630900452
7.75e-6,22.8,-3480.4698741415687
8e-6,22.8,-3495.8089753589984
8.249999999999999e-6,22.8,-3511.587160461772
8.5e-6,22.8,-3527.778232946752
8.75e-6,22.8,-3544.3582749364364
9e-6,22.8,-3561.305390342624
1e-6,22.85,-3600.6135214082337
1.2499999999999999e-6,22.85,-3530.02564069113
1.5e-6,22.85,-3477.7672289233333
1.75e-6,22.85,-3438.157934334527
2e-6,22.85,-3407.807093132911
2.25e-6,22.85,-3384.5276576544993
2.4999999999999998e-6,22.85,-3366.826327111418
2.75e-6,22.85,-3353.637990834172
3e-6,22.85,-3344.176210500098
3.25e-6,22.85,-3337.8437561799433
3.5e-6,22.85,-3334.176391610684
3.7499999999999997e-6,22.85,-3332.806100754838
4e-6,22.85,-3333.4362067316956
4.25e-6,22.85,-3335.8240470410624
4.5e-6,22.85,-3339.7686082807286
4.749999999999999e-6,22.85,-3345.10150854481
4.9999999999999996e-6,22.85,-3351.680295551477
5.25e-6,22.85,-3359.38338160993
5.5e-6,22.85,-3368.1061579557645
5.75e-6,22.85,-3377.7579735343356
6e-6,22.85,-3388.2597572518857
6.2499999999999995e-6,22.85,-3399.5421259342115
6.5e-6,22.85,-3411.5438635921787
6.75e-6,22.85,-3424.2106878450963
7e-6,22.85,-3437.494240794706
7.25e-6,22.85,-3451.351257058672
7.499999999999999e-6,22.85,-3465.742872903746
7.75e-6,22.85,-3480.634048703671
8e-6,22.85,-3495.9930831195447
8.249999999999999e-6,22.85,-3511.791202060401
8.5e-6,22.85,-3528.002209023296
8.75e-6,22.85,-3544.6021861307986
9e-6,22.85,-3561.5692372943713
1e-6,22.9,-3600.2415862199255
1.2499999999999999e-6,22.9,-3529.673545193181
1.5e-6,22.9,-3477.434973753032
1.75e-6,22.9,-3437.845520129605
2e-6,22.9,-3407.5145205305957
2.25e-6,22.9,-3384.254927292238
2.4999999999999998e-6,22.9,-3366.5734396268945
2.75e-6,22.9,-3353.4049468651897
3e-6,22.9,-3343.963010684078
3.25e-6,22.9,-3337.6504011546244
3.5e-6,22.9,-3334.0028820136476
3.7499999999999997e-6,22.9,-3332.6524372239933
4e-6,22.9,-3333.30238990467
4.25e-6,22.9,-3335.7100775555778
4.5e-6,22.9,-3339.674486774867
4.749999999999999e-6,22.9,-3345.027235656407
4.9999999999999996e-6,22.9,-3351.625871918192
5.25e-6,22.9,-3359.3488078699024
5.5e-6,22.9,-3368.0914347468474
5.75e-6,22.9,-3377.7631014945873
6e-6,22.9,-3388.284737019199
6.2499999999999995e-6,22.9,-3399.586958146594
6.5e-6,22.9,-3411.608548887762
6.75e-6,22.9,-3424.295226862111
7e-6,22.9,-3437.5986341711846
7.25e-6,22.9,-3451.4755054327966
7.499999999999999e-6,22.9,-3465.8869769137696
7.75e-6,22.9,-3480.7980089878192
8e-6,22.9,-3496.176900316026
8.249999999999999e-6,22.9,-3511.9948768075774
8.5e-6,22.9,-3528.2257419594625
8.75e-6,22.9,-3544.8455778944717
9e-6,22.9,-3561.832488523779
1e-6,22.950000000000003,-3599.8714877235325
1.2499999999999999e-6,22.950000000000003,-3529.323210429637
1.5e-6,22.950000000000003,-3477.104403358615
1.75e-6,22.950000000000003,-3437.5347147404586
2e-6,22.950000000000003,-3407.2234807827003
2.25e-6,22.950000000000003,-3383.9836538217414
2.4999999999999998e-6,22.950000000000003,-3366.3219330700545
2.75e-6,22.950000000000003,-3353.173207857944
3e-6,22.950000000000003,-3343.7510398628983
3.25e-6,22.950000000000003,-3337.458199155464
3.5e-6,22.950000000000003,-3333.830449473082
3.7499999999999997e-6,22.950000000000003,-3332.499774778084
4e-6,22.950000000000003,-3333.169498189748
4.25e-6,22.950000000000003,-3335.596957208265
4.5e-6,22.950000000000003,-3339.581138431482
4.749999999999999e-6,22.950000000000003,-3344.9536599532266
4.9999999999999996e-6,22.950000000000003,-3351.5720694918905
5.25e-6,22.950000000000003,-3359.3147793567355
5.5e-6,22.950000000000003,-3368.077180783555
5.75e-6,22.950000000000003,-3377.768622717561
6e-6,22.950000000000003,-3388.310034065209
6.2499999999999995e-6,22.950000000000003,-3399.6320316521947
6.5e-6,22.950000000000003,-3411.673399489555
6.75e-6,22.950000000000003,-3424.3798551967675
7e-6,22.950000000000003,-3437.7030408756073
7.25e-6,22.950000000000003,-3451.599691143529
7.499999999999999e-6,22.950000000000003,-3466.0309422676296
7.75e-6,22.950000000000003,-3480.9617546217423
8e-6,22.950000000000003,-3496.3604268667627
8.249999999999999e-6,22.950000000000003,-3512.1981849120107
8.5e-6,22.950000000000003,-3528.448832254584
8.75e-6,22.950000000000003,-3545.0884510169653
9e-6,22.950000000000003,-3562.0951451109568
1e-6,23,-3599.503217757841
1.2499999999999999e-6,23,-3528.9746285289357
1.5e-6,23,-3476.775510157441
1.75e-6,23,-3437.2255108734585
2e-6,23,-3406.933966884536
2.25e-6,23,-3383.713830527256
2.4999999999999998e-6,23,-3366.0718010139717
2.75e-6,23,-3352.942767674813
3e-6,23,-3343.540292187648
3.25e-6,23,-3337.2671446229515
3.5e-6,23,-3333.659088718027
3.7499999999999997e-6,23,-3332.3481084354034
4e-6,23,-3333.037526894598
4.25e-6,23,-3335.4846815954234
4.5e-6,23,-3339.488559135704
4.749999999999999e-6,23,-3344.8807776097965
4.9999999999999996e-6,23,-3351.518884735813
5.25e-6,23,-3359.2812928229923
5.5e-6,23,-3368.0633931073085
5.75e-6,23,-3377.774534534085
6e-6,23,-3388.33564600943
6.2499999999999995e-6,23,-3399.6773443595184
6.5e-6,23,-3411.7384135951434
6.75e-6,23,-3424.4645713359782
7e-6,23,-3437.8074596836623
7.25e-6,23,-3451.723813255721
7.499999999999999e-6,23,-3466.1747683192916
7.75e-6,23,-3481.1252852482066
8e-6,23,-3496.543662703662
8.249999999999999e-6,23,-3512.4011265946633
8.5e-6,23,-3528.671480418524
8.75e-6,23,-3545.330806297837
9e-6,23,-3562.3572081442
1e-6,23.05,-3599.136768216925
1.2499999999999999e-6,23.05,-3528.6277916725426
1.5e-6,23.05,-3476.4482866186095
1.75e-6,23.05,-3436.9179012853333
2e-6,23.05,-3406.645971880397
2.25e-6,23.05,-3383.4454507404375
2.4999999999999998e-6,23.05,-3365.823037077656
2.75e-6,23.05,-3352.7136202225847
3e-6,23.05,-3343.3307618525805
3.25e-6,23.05,-3337.077232038701
3.5e-6,23.05,-3333.4887945179653
3.7499999999999997e-6,23.05,-3332.197433253068
4e-6,23.05,-3332.9064713633443
4.25e-6,23.05,-3335.3732463486617
4.5e-6,23.05,-3339.3967448073017
4.749999999999999e-6,23.05,-3344.8085848332635
4.9999999999999996e-6,23.05,-3351.466314144668
5.25e-6,23.05,-3359.248345050933
5.5e-6,23.05,-3368.0500687879776
5.75e-6,23.05,-3377.7808343012794
6e-6,23.05,-3388.36157049692
6.2499999999999995e-6,23.05,-3399.722894201083
6.5e-6,23.05,-3411.8035894245468
6.75e-6,23.05,-3424.549373787096
7e-6,23.05,-3437.9118893902887
7.25e-6,23.05,-3451.847870851846
7.499999999999999e-6,23.05,-3466.3184544389223
7.75e-6,23.05,-3481.2886005252435
8e-6,23.05,-3496.726607772107
8.249999999999999e-6,23.05,-3512.6037020886656
8.5e-6,23.05,-3528.8936869720233
8.75e-6,23.05,-3545.5726445448504
9e-6,23.05,-3562.618678718982
1e-6,23.1,-3598.7721310494708
1.2499999999999999e-6,23.1,-3528.282692094966
1.5e-6,23.1,-3476.1227252624954
1.75e-6,23.1,-3436.611878782602
2e-6,23.1,-3406.3594888629887
2.25e-6,23.1,-3383.1785078400035
2.4999999999999998e-6,23.1,-3365.5756349260932
2.75e-6,23.1,-3352.485759451908
3e-6,23.1,-3343.1224430949037
3.25e-6,23.1,-3336.8884559257576
3.5e-6,23.1,-3333.3195616817698
3.7499999999999997e-6,23.1,-3332.0477443259106
4e-6,23.1,-3332.776326977101
4.25e-6,23.1,-3335.262647135588
4.5e-6,23.1,-3339.3056913994446
4.749999999999999e-6,23.1,-3344.7370778627655
4.9999999999999996e-6,23.1,-3351.414354243864
5.25e-6,23.1,-3359.21593285222
5.5e-6,23.1,-3368.037204923393
5.75e-6,23.1,-3377.7875194030394
6e-6,23.1,-3388.3878051976176
6.2499999999999995e-6,23.1,-3399.7686791328183
6.5e-6,23.1,-3411.8689252199633
6.75e-6,23.1,-3424.6342610784577
7e-6,23.1,-3438.016328810129
7.25e-6,23.1,-3451.9718630325046
7.499999999999999e-6,23.1,-3466.462000013131
7.75e-6,23.1,-3481.4517001255504
8e-6,23.1,-3496.909262030988
8.249999999999999e-6,23.1,-3512.805911638715
8.5e-6,23.1,-3529.1154524460867
8.75e-6,23.1,-3545.8139665755098
9e-6,23.1,-3562.879557938954
1e-6,23.15,-3598.4092982573666
1.2499999999999999e-6,23.15,-3527.939322082745
1.5e-6,23.15,-3475.7988186605003
1.75e-6,23.15,-3436.3074362212164
2e-6,23.15,-3406.074510972701
2.25e-6,23.15,-3382.9129952511043
2.4999999999999998e-6,23.15,-3365.329588269097
2.75e-6,23.15,-3352.259179357539
3e-6,23.15,-3342.915330193363
3.25e-6,23.15,-3336.700810847773
3.5e-6,23.15,-3333.1513850580936
3.7499999999999997e-6,23.15,-3331.8990367869114
4e-6,23.15,-3332.6470891535214
4.25e-6,23.15,-3335.1528796584394
4.5e-6,23.15,-3339.215394899116
4.749999999999999e-6,23.15,-3344.666252970089
4.9999999999999996e-6,23.15,-3351.3630015897575
5.25e-6,23.15,-3359.1840530672484
5.5e-6,23.15,-3368.024798638524
5.75e-6,23.15,-3377.794587249456
6e-6,23.15,-3388.4143478058763
6.2499999999999995e-6,23.15,-3399.8146971340043
6.5e-6,23.15,-3411.934419245102
6.75e-6,23.15,-3424.7192317584377
7e-6,23.15,-3438.1207767760134
7.25e-6,23.15,-3452.0957889157403
7.499999999999999e-6,23.15,-3466.60540444444
7.75e-6,23.15,-3481.6145837360864
8e-6,23.15,-3497.091625452049
8.249999999999999e-6,23.15,-3513.0077555016023
8.5e-6,23.15,-3529.336777381717
8.75e-6,23.15,-3546.054773215442
9e-6,23.15,-3563.139846914307
1e-6,23.200000000000003,-3598.0482618964315
1.2499999999999999e-6,23.200000000000003,-3527.597673974817
1.5e-6,23.200000000000003,-3475.4765594346823
1.75e-6,23.200000000000003,-3436.004566506282
2e-6,23.200000000000003,-3405.7910313975826
2.25e-6,23.200000000000003,-3382.648906445093
2.4999999999999998e-6,23.200000000000003,-3365.0848908612656
2.75e-6,23.200000000000003,-3352.0338739767785
3e-6,23.200000000000003,-3342.709417468948
3.25e-6,23.200000000000003,-3336.5142914089465
3.5e-6,23.200000000000003,-3332.984259533746
3.7499999999999997e-6,23.200000000000003,-3331.7513058066065
4e-6,23.200000000000003,-3332.5187533464596
4.25e-6,23.200000000000003,-3335.0439396536513
4.5e-6,23.200000000000003,-3339.1258513262437
4.749999999999999e-6,23.200000000000003,-3344.5961064582953
4.9999999999999996e-6,23.200000000000003,-3351.312252768241
5.25e-6,23.200000000000003,-3359.1527025657847
5.5e-6,23.200000000000003,-3368.012847086471
5.75e-6,23.200000000000003,-3377.802035276265
6e-6,23.200000000000003,-3388.441196040876
6.2499999999999995e-6,23.200000000000003,-3399.8609462070203
6.5e-6,23.200000000000003,-3412.000069785593
6.75e-6,23.200000000000003,-3424.804284396009
7e-6,23.200000000000003,-3438.225232140361
7.25e-6,23.200000000000003,-3452.2196476363647
7.499999999999999e-6,23.200000000000003,-3466.748667151132
7.75e-6,23.200000000000003,-3481.7772510588047
8e-6,23.200000000000003,-3497.2736980201694
8.249999999999999e-6,23.200000000000003,-3513.2092339449946
8.5e-6,23.200000000000003,-3529.5576623304646
8.75e-6,23.200000000000003,-3546.2950652990635
9e-6,23.200000000000003,-3563.3995467629024
1e-6,23.25,-3597.689014074971
1.2499999999999999e-6,23.25,-3527.2577401612625
1.5e-6,23.25,-3475.155940256587
1.75e-6,23.25,-3435.7032625913967
2e-6,23.25,-3405.5090433734786
2.25e-6,23.25,-3382.3862349391375
2.4999999999999998e-6,23.25,-3364.8415365013207
2.75e-6,23.25,-3351.8098373905154
3e-6,23.25,-3342.504699283993
3.25e-6,23.25,-3336.328892252997
3.5e-6,23.25,-3332.8181800348407
3.7499999999999997e-6,23.25,-3331.6045465923307
4e-6,23.25,-3332.3913150448184
4.25e-6,23.25,-3334.9358228923634
4.5e-6,23.25,-3339.0370567332416
4.749999999999999e-6,23.25,-3344.5266346617
4.9999999999999996e-6,23.25,-3351.2621043961076
5.25e-6,23.25,-3359.1218782458864
5.5e-6,23.25,-3368.001347446819
5.75e-6,23.25,-3377.80986094489
6e-6,23.25,-3388.4683476462246
6.2499999999999995e-6,23.25,-3399.9074243768705
6.5e-6,23.25,-3412.065875148232
6.75e-6,23.25,-3424.8894175796886
7e-6,23.25,-3438.3296937730943
7.25e-6,23.25,-3452.3434383465424
7.499999999999999e-6,23.25,-3466.891787567164
7.75e-6,23.25,-3481.9397018087925
8e-6,23.25,-3497.4554797326455
8.249999999999999e-6,23.25,-3513.4103472484217
8.5e-6,23.25,-3529.7781078529597
8.75e-6,23.25,-3546.5348436693484
9e-6,23.25,-3563.658658609427
1e-6,23.3,-3597.331546953959
1.2499999999999999e-6,23.3,-3526.9195130833787
1.5e-6,23.3,-3474.836953847937
1.75e-6,23.3,-3435.403517478285
2e-6,23.3,-3405.228540181915
2.25e-6,23.3,-3382.1249742955993
2.4999999999999998e-6,23.3,-3364.5995190317963
2.75e-6,23.3,-3351.587063721397
3e-6,23.3,-3342.301170041747
3.25e-6,23.3,-3336.1446080639025
3.5e-6,23.3,-3332.6531415250256
3.7499999999999997e-6,23.3,-3331.4587543883385
4e-6,23.3,-3332.264769773158
4.25e-6,23.3,-3334.828525179624
4.5e-6,23.3,-3338.9490072057006
4.749999999999999e-6,23.3,-3344.457833946055
4.9999999999999996e-6,23.3,-3351.2125531187367
5.25e-6,23.3,-3359.091577033418
5.5e-6,23.3,-3367.9902969260243
5.75e-6,23.3,-3377.8180617423614
6e-6,23.3,-3388.4958003886554
6.2499999999999995e-6,23.3,-3399.9541296910197
6.5e-6,23.3,-3412.1318336606687
6.75e-6,23.3,-3424.9746299174126
7e-6,23.3,-3438.4341605629975
7.25e-6,23.3,-3452.467160215434
7.499999999999999e-6,23.3,-3467.0347651417133
7.75e-6,23.3,-3482.101935716006
8e-6,23.3,-3497.6369705995917
8.249999999999999e-6,23.3,-3513.6110957019678
8.5e-6,23.3,-3529.998114520159
8.75e-6,23.3,-3546.7741091772086
9e-6,23.3,-3563.9171835847965
1e-6,23.35,-3596.975852746027
1.2499999999999999e-6,23.35,-3526.5829852326738
1.5e-6,23.35,-3474.519592979381
1.75e-6,23.35,-3435.105324216386
2e-6,23.35,-3404.9495151515753
2.25e-6,23.35,-3381.8651181215423
2.4999999999999998e-6,23.35,-3364.3588323390286
2.75e-6,23.35,-3351.365547134581
3e-6,23.35,-3342.098824185918
3.25e-6,23.35,-3335.9614335639303
3.5e-6,23.35,-3332.489139006123
3.7499999999999997e-6,23.35,-3331.3139244753424
4e-6,23.35,-3332.139113091039
4.25e-6,23.35,-3334.722042353433
4.5e-6,23.35,-3338.8616988607623
4.749999999999999e-6,23.35,-3344.3897007072183
4.9999999999999996e-6,23.35,-3351.1635956113428
5.25e-6,23.35,-3359.0617958826583
5.5e-6,23.35,-3367.9796927571583
5.75e-6,23.35,-3377.826635180565
6e-6,23.35,-3388.52355205918
6.2499999999999995e-6,23.35,-3400.0010602192315
6.5e-6,23.35,-3412.197943671945
6.75e-6,23.35,-3425.0599200370007
7e-6,23.35,-3438.5386314165553
7.25e-6,23.35,-3452.590812428051
7.499999999999999e-6,23.35,-3467.177599339275
7.75e-6,23.35,-3482.2639525237696
8e-6,23.35,-3497.818170643068
8.249999999999999e-6,23.35,-3513.811479606798
8.5e-6,23.35,-3530.2176829119176
8.75e-6,23.35,-3547.0128626815836
9e-6,23.35,-3564.175122827559
1e-6,23.4,-3596.6219237155924
1.2499999999999999e-6,23.4,-3526.2481491511485
1.5e-6,23.4,-3474.203850470054
1.75e-6,23.4,-3434.808675902496
2e-6,23.4,-3404.6719616564387
2.25e-6,23.4,-3381.6066600688705
2.4999999999999998e-6,23.4,-3364.1194703520314
2.75e-6,23.4,-3351.145281836911
3e-6,23.4,-3341.8976562008775
3.25e-6,23.4,-3335.7793635152016
3.5e-6,23.4,-3332.326167517124
3.7499999999999997e-6,23.4,-3331.170052169814
4e-6,23.4,-3332.0143405926615
4.25e-6,23.4,-3334.616370285702
4.5e-6,23.4,-3338.7751278475303
4.749999999999999e-6,23.4,-3344.322231372076
4.9999999999999996e-6,23.4,-3351.115228578186
5.25e-6,23.4,-3359.0325317752145
5.5e-6,23.4,-3367.969532199218
5.75e-6,23.4,-3377.8355787960472
6e-6,23.4,-3388.551600471817
6.2499999999999995e-6,23.4,-3400.04821405316
6.5e-6,23.4,-3412.2642035509757
6.75e-6,23.4,-3425.1452865852807
7e-6,23.4,-3438.6431052577855
7.25e-6,23.4,-3452.7143941864533
7.499999999999999e-6,23.4,-3467.3202896388843
7.75e-6,23.4,-3482.425751988713
8e-6,23.4,-3497.9990798976123
8.249999999999999e-6,23.4,-3514.0114992749077
8.5e-6,23.4,-3530.436813618011
8.75e-6,23.4,-3547.251105049581
9e-6,23.4,-3564.4324774819083
1e-6,23.450000000000003,-3596.269752178033
1.2499999999999999e-6,23.450000000000003,-3525.914997430044
1.5e-6,23.450000000000003,-3473.8897191873634
1.75e-6,23.450000000000003,-3434.513565680119
2e-6,23.450000000000003,-3404.395873116545
2.25e-6,23.450000000000003,-3381.349593833095
2.4999999999999998e-6,23.450000000000003,-3363.8814270427797
2.75e-6,23.450000000000003,-3350.9262620760232
3e-6,23.450000000000003,-3341.6976606105577
3.25e-6,23.450000000000003,-3335.598392717651
3.5e-6,23.450000000000003,-3332.1642221345123
3.7499999999999997e-6,23.450000000000003,-3331.0271328241984
4e-6,23.450000000000003,-3331.8904479062303
4.25e-6,23.450000000000003,-3334.5115048810803
4.5e-6,23.450000000000003,-3338.6892903466496
4.749999999999999e-6,23.450000000000003,-3344.2554223973966
4.9999999999999996e-6,23.450000000000003,-3351.06744875214
5.25e-6,23.450000000000003,-3359.003781719973
5.5e-6,23.450000000000003,-3367.9598125373277
5.75e-6,23.450000000000003,-3377.8448901498764
6e-6,23.450000000000003,-3388.579943464157
6.2499999999999995e-6,23.450000000000003,-3400.0955893061423
6.5e-6,23.450000000000003,-3412.330611687335
6.75e-6,23.450000000000003,-3425.230728227402
7e-6,23.450000000000003,-3438.747581028608
7.25e-6,23.450000000000003,-3452.837904708544
7.499999999999999e-6,23.450000000000003,-3467.462835534719
7.75e-6,23.450000000000003,-3482.5873338812366
8e-6,23.450000000000003,-3498.179698409306
8.249999999999999e-6,23.450000000000003,-3514.211155028611
8.5e-6,23.450000000000003,-3530.655507236446
8.75e-6,23.450000000000003,-3547.488837155999
9e-6,23.450000000000003,-3564.689248698764
1e-6,23.5,-3595.9193304993682
1.2499999999999999e-6,23.5,-3525.5835227101884
1.5e-6,23.5,-3473.577192046617
1.75e-6,23.5,-3434.2199867394597
2e-6,23.5,-3404.121242996205
2.25e-6,23.5,-3381.093913154031
2.4999999999999998e-6,23.5,-3363.644696425251
2.75e-6,23.5,-3350.708482140815
3e-6,23.5,-3341.498831978665
3.25e-6,23.5,-3335.418516009402
3.5e-6,23.5,-3332.003297970886
3.7499999999999997e-6,23.5,-3330.885161826035
4e-6,23.5,-3331.7674306943923
4.25e-6,23.5,-3334.4074420761167
4.5e-6,23.5,-3338.6041825697466
4.749999999999999e-6,23.5,-3344.189270269524
4.9999999999999996e-6,23.5,-3351.0202528939412
5.25e-6,23.5,-3358.975542752924
5.5e-6,23.5,-3367.950531082068
5.75e-6,23.5,-3377.8545668275715
6e-6,23.5,-3388.6085788957594
6.2499999999999995e-6,23.5,-3400.1431841130507
6.5e-6,23.5,-3412.397166490588
6.75e-6,23.5,-3425.316243648232
7e-6,23.5,-3438.8520576879787
7.25e-6,23.5,-3452.9613432278497
7.499999999999999e-6,23.5,-3467.6052365353194
7.75e-6,23.5,-3482.748697984245
8e-6,23.5,-3498.3600262361956
8.249999999999999e-6,23.5,-3514.410447200784
8.5e-6,23.5,-3530.8737643752893
8.75e-6,23.5,-3547.7260598827374
9e-6,23.5,-3564.945437635096
1e-6,23.55,-3595.5706510957343
1.2499999999999999e-6,23.55,-3525.253717680952
1.5e-6,23.55,-3473.2662620109886
1.75e-6,23.55,-3433.927932316446
2e-6,23.55,-3403.8480648050827
2.25e-6,23.55,-3380.8396118138594
2.4999999999999998e-6,23.55,-3363.4092725555315
2.75e-6,23.55,-3350.491936360861
3e-6,23.55,-3341.3011649074388
3.25e-6,23.55,-3335.2397282665856
3.5e-6,23.55,-3331.843390175705
3.7499999999999997e-6,23.55,-3330.7441345979432
4e-6,23.55,-3331.645284652788
4.25e-6,23.55,-3334.3041778404977
4.5e-6,23.55,-3338.519800759675
4.749999999999999e-6,23.55,-3344.1237715044554
4.9999999999999996e-6,23.55,-3350.9736377934855
5.25e-6,23.55,-3358.9478119365667
5.5e-6,23.55,-3367.9416851694446
5.75e-6,23.55,-3377.86460643837
6e-6,23.55,-3388.637504649866
